target_name,target_chembl_id,molecule_chembl_id,pref_name,standard_type,standard_value,standard_units,assay_type,assay_description,document_year
glucan synthase,CHEMBL2037,CHEMBL1684890,,IC50,0.62,ug.mL-1,B,"Inhibition of Candida albicans BWP17 1,3-beta-D-glucan synthase",2011
glucan synthase,CHEMBL2037,CHEMBL1684897,,IC50,0.62,ug.mL-1,B,"Inhibition of Candida albicans BWP17 1,3-beta-D-glucan synthase",2011
glucan synthase,CHEMBL2037,CHEMBL1684744,,IC50,0.9,ug.mL-1,B,"Inhibition of Candida albicans BWP17 1,3-beta-D-glucan synthase",2011
glucan synthase,CHEMBL2037,CHEMBL1684893,,IC50,0.9,ug.mL-1,B,"Inhibition of Candida albicans BWP17 1,3-beta-D-glucan synthase",2011
glucan synthase,CHEMBL2037,CHEMBL1684888,,IC50,1.0,ug.mL-1,B,"Inhibition of Candida albicans BWP17 1,3-beta-D-glucan synthase",2011
glucan synthase,CHEMBL2037,CHEMBL1684745,,IC50,1.1,ug.mL-1,B,"Inhibition of Candida albicans BWP17 1,3-beta-D-glucan synthase",2011
glucan synthase,CHEMBL2037,CHEMBL1684896,,IC50,1.1,ug.mL-1,B,"Inhibition of Candida albicans BWP17 1,3-beta-D-glucan synthase",2011
glucan synthase,CHEMBL2037,CHEMBL1684735,,IC50,1.3,ug.mL-1,B,"Inhibition of Candida albicans BWP17 1,3-beta-D-glucan synthase",2011
glucan synthase,CHEMBL2037,CHEMBL1684742,,IC50,1.5,ug.mL-1,B,"Inhibition of Candida albicans BWP17 1,3-beta-D-glucan synthase",2011
glucan synthase,CHEMBL2037,CHEMBL1684884,,IC50,1.7,ug.mL-1,B,"Inhibition of Candida albicans BWP17 1,3-beta-D-glucan synthase",2011
glucan synthase,CHEMBL2037,CHEMBL1684894,,IC50,1.9,ug.mL-1,B,"Inhibition of Candida albicans BWP17 1,3-beta-D-glucan synthase",2011
glucan synthase,CHEMBL2037,CHEMBL1684738,,IC50,2.2,ug.mL-1,B,"Inhibition of Candida albicans BWP17 1,3-beta-D-glucan synthase",2011
glucan synthase,CHEMBL2037,CHEMBL1684748,,IC50,2.2,ug.mL-1,B,"Inhibition of Candida albicans BWP17 1,3-beta-D-glucan synthase",2011
glucan synthase,CHEMBL2037,CHEMBL1684736,,IC50,2.2,ug.mL-1,B,"Inhibition of Candida albicans BWP17 1,3-beta-D-glucan synthase",2011
glucan synthase,CHEMBL2037,CHEMBL1684741,,IC50,2.3,ug.mL-1,B,"Inhibition of Candida albicans BWP17 1,3-beta-D-glucan synthase",2011
glucan synthase,CHEMBL2037,CHEMBL1684749,,IC50,2.8,ug.mL-1,B,"Inhibition of Candida albicans BWP17 1,3-beta-D-glucan synthase",2011
glucan synthase,CHEMBL2037,CHEMBL1684746,,IC50,3.0,ug.mL-1,B,"Inhibition of Candida albicans BWP17 1,3-beta-D-glucan synthase",2011
glucan synthase,CHEMBL2037,CHEMBL1684750,,IC50,4.3,ug.mL-1,B,"Inhibition of Candida albicans BWP17 1,3-beta-D-glucan synthase",2011
glucan synthase,CHEMBL2037,CHEMBL1684737,,IC50,4.6,ug.mL-1,B,"Inhibition of Candida albicans BWP17 1,3-beta-D-glucan synthase",2011
glucan synthase,CHEMBL2037,CHEMBL1684886,,IC50,6.1,ug.mL-1,B,"Inhibition of Candida albicans BWP17 1,3-beta-D-glucan synthase",2011
glucan synthase,CHEMBL2037,CHEMBL1684885,,IC50,8.8,ug.mL-1,B,"Inhibition of Candida albicans BWP17 1,3-beta-D-glucan synthase",2011
glucan synthase,CHEMBL2037,CHEMBL1684747,,IC50,10.0,ug.mL-1,B,"Inhibition of Candida albicans BWP17 1,3-beta-D-glucan synthase",2011
glucan synthase,CHEMBL2037,CHEMBL1684880,,IC50,10.0,ug.mL-1,B,"Inhibition of Candida albicans BWP17 1,3-beta-D-glucan synthase",2011
glucan synthase,CHEMBL2037,CHEMBL1684883,,IC50,10.0,ug.mL-1,B,"Inhibition of Candida albicans BWP17 1,3-beta-D-glucan synthase",2011
glucan synthase,CHEMBL2037,CHEMBL1684887,,IC50,10.0,ug.mL-1,B,"Inhibition of Candida albicans BWP17 1,3-beta-D-glucan synthase",2011
glucan synthase,CHEMBL2037,CHEMBL2046596,,IC50,0.92,ug.mL-1,B,Inhibition of glucan synthase in Candida albicans BWP17 membrane,2012
glucan synthase,CHEMBL2037,CHEMBL2046597,,IC50,0.74,ug.mL-1,B,Inhibition of glucan synthase in Candida albicans BWP17 membrane,2012
glucan synthase,CHEMBL2037,CHEMBL2046598,,IC50,0.32,ug.mL-1,B,Inhibition of glucan synthase in Candida albicans BWP17 membrane,2012
glucan synthase,CHEMBL2037,CHEMBL2046599,,IC50,1.51,ug.mL-1,B,Inhibition of glucan synthase in Candida albicans BWP17 membrane,2012
glucan synthase,CHEMBL2037,CHEMBL2046600,,IC50,0.18,ug.mL-1,B,Inhibition of glucan synthase in Candida albicans BWP17 membrane,2012
glucan synthase,CHEMBL2037,CHEMBL2046601,,IC50,19.2,ug.mL-1,B,Inhibition of glucan synthase in Candida albicans BWP17 membrane,2012
glucan synthase,CHEMBL2037,CHEMBL2046602,,IC50,0.062,ug.mL-1,B,Inhibition of glucan synthase in Candida albicans BWP17 membrane,2012
glucan synthase,CHEMBL2037,CHEMBL2046603,,IC50,0.048,ug.mL-1,B,Inhibition of glucan synthase in Candida albicans BWP17 membrane,2012
glucan synthase,CHEMBL2037,CHEMBL2046604,,IC50,2.9,ug.mL-1,B,Inhibition of glucan synthase in Candida albicans BWP17 membrane,2012
glucan synthase,CHEMBL2037,CHEMBL2046734,,IC50,0.32,ug.mL-1,B,Inhibition of glucan synthase in Candida albicans BWP17 membrane,2012
glucan synthase,CHEMBL2037,CHEMBL2046735,,IC50,0.18,ug.mL-1,B,Inhibition of glucan synthase in Candida albicans BWP17 membrane,2012
glucan synthase,CHEMBL2037,CHEMBL2046736,,IC50,0.06,ug.mL-1,B,Inhibition of glucan synthase in Candida albicans BWP17 membrane,2012
glucan synthase,CHEMBL2037,CHEMBL2046737,,IC50,0.11,ug.mL-1,B,Inhibition of glucan synthase in Candida albicans BWP17 membrane,2012
glucan synthase,CHEMBL2037,CHEMBL2046738,,IC50,0.05,ug.mL-1,B,Inhibition of glucan synthase in Candida albicans BWP17 membrane,2012
glucan synthase,CHEMBL2037,CHEMBL2046739,,IC50,0.24,ug.mL-1,B,Inhibition of glucan synthase in Candida albicans BWP17 membrane,2012
glucan synthase,CHEMBL2037,CHEMBL2046740,,IC50,0.81,ug.mL-1,B,Inhibition of glucan synthase in Candida albicans BWP17 membrane,2012
glucan synthase,CHEMBL2037,CHEMBL2046741,,IC50,0.172,ug.mL-1,B,Inhibition of glucan synthase in Candida albicans BWP17 membrane,2012
glucan synthase,CHEMBL2037,CHEMBL2046742,,IC50,0.072,ug.mL-1,B,Inhibition of glucan synthase in Candida albicans BWP17 membrane,2012
glucan synthase,CHEMBL2037,CHEMBL2046743,,IC50,0.14,ug.mL-1,B,Inhibition of glucan synthase in Candida albicans BWP17 membrane,2012
glucan synthase,CHEMBL2037,CHEMBL2046744,,IC50,0.23,ug.mL-1,B,Inhibition of glucan synthase in Candida albicans BWP17 membrane,2012
glucan synthase,CHEMBL2037,CHEMBL2046745,,IC50,0.3,ug.mL-1,B,Inhibition of glucan synthase in Candida albicans BWP17 membrane,2012
glucan synthase,CHEMBL2037,CHEMBL2046746,,IC50,0.064,ug.mL-1,B,Inhibition of glucan synthase in Candida albicans BWP17 membrane,2012
glucan synthase,CHEMBL2037,CHEMBL2046747,,IC50,0.062,ug.mL-1,B,Inhibition of glucan synthase in Candida albicans BWP17 membrane,2012
glucan synthase,CHEMBL2037,CHEMBL2046748,,IC50,0.093,ug.mL-1,B,Inhibition of glucan synthase in Candida albicans BWP17 membrane,2012
glucan synthase,CHEMBL2037,CHEMBL1684737,,IC50,4.6,ug.mL-1,B,"Inhibition of 1,3-beta-D-glucan synthase in Candida albicans BWP17 membranes",2012
glucan synthase,CHEMBL2037,CHEMBL1770510,,IC50,0.2,ug.mL-1,B,"Inhibition of 1,3-beta-D-glucan synthase in Candida albicans BWP17 membranes",2012
glucan synthase,CHEMBL2037,CHEMBL2059384,,IC50,0.03,ug.mL-1,B,"Inhibition of 1,3-beta-D-glucan synthase in Candida albicans BWP17 membranes",2012
glucan synthase,CHEMBL2037,CHEMBL2059385,,IC50,0.8,ug.mL-1,B,"Inhibition of 1,3-beta-D-glucan synthase in Candida albicans BWP17 membranes",2012
glucan synthase,CHEMBL2037,CHEMBL2059473,,IC50,0.03,ug.mL-1,B,"Inhibition of 1,3-beta-D-glucan synthase in Candida albicans BWP17 membranes",2012
glucan synthase,CHEMBL2037,CHEMBL2059474,,IC50,0.03,ug.mL-1,B,"Inhibition of 1,3-beta-D-glucan synthase in Candida albicans BWP17 membranes",2012
glucan synthase,CHEMBL2037,CHEMBL2059475,,IC50,0.5,ug.mL-1,B,"Inhibition of 1,3-beta-D-glucan synthase in Candida albicans BWP17 membranes",2012
glucan synthase,CHEMBL2037,CHEMBL2059476,,IC50,0.9,ug.mL-1,B,"Inhibition of 1,3-beta-D-glucan synthase in Candida albicans BWP17 membranes",2012
glucan synthase,CHEMBL2037,CHEMBL2059477,,IC50,0.31,ug.mL-1,B,"Inhibition of 1,3-beta-D-glucan synthase in Candida albicans BWP17 membranes",2012
glucan synthase,CHEMBL2037,CHEMBL2059478,,IC50,4.0,ug.mL-1,B,"Inhibition of 1,3-beta-D-glucan synthase in Candida albicans BWP17 membranes",2012
glucan synthase,CHEMBL2037,CHEMBL2059479,,IC50,0.8,ug.mL-1,B,"Inhibition of 1,3-beta-D-glucan synthase in Candida albicans BWP17 membranes",2012
glucan synthase,CHEMBL2037,CHEMBL2059480,,IC50,0.6,ug.mL-1,B,"Inhibition of 1,3-beta-D-glucan synthase in Candida albicans BWP17 membranes",2012
glucan synthase,CHEMBL2037,CHEMBL1770516,,IC50,0.06,ug.mL-1,B,"Inhibition of 1,3-beta-D-glucan synthase in Candida albicans BWP17 membranes",2012
glucan synthase,CHEMBL2037,CHEMBL2059481,,IC50,0.04,ug.mL-1,B,"Inhibition of 1,3-beta-D-glucan synthase in Candida albicans BWP17 membranes",2012
glucan synthase,CHEMBL2037,CHEMBL2059482,,IC50,0.04,ug.mL-1,B,"Inhibition of 1,3-beta-D-glucan synthase in Candida albicans BWP17 membranes",2012
glucan synthase,CHEMBL2037,CHEMBL2059483,,IC50,0.08,ug.mL-1,B,"Inhibition of 1,3-beta-D-glucan synthase in Candida albicans BWP17 membranes",2012
glucan synthase,CHEMBL2037,CHEMBL2059484,,IC50,0.09,ug.mL-1,B,"Inhibition of 1,3-beta-D-glucan synthase in Candida albicans BWP17 membranes",2012
glucan synthase,CHEMBL2037,CHEMBL2059485,,IC50,0.21,ug.mL-1,B,"Inhibition of 1,3-beta-D-glucan synthase in Candida albicans BWP17 membranes",2012
glucan synthase,CHEMBL2037,CHEMBL2059486,,IC50,150.0,ug.mL-1,B,"Inhibition of 1,3-beta-D-glucan synthase in Candida albicans BWP17 membranes",2012
glucan synthase,CHEMBL2037,CHEMBL1770660,,IC50,2.4,ug.mL-1,B,"Inhibition of 1,3-beta-D-glucan synthase in Candida albicans BWP17 membranes",2012
glucan synthase,CHEMBL2037,CHEMBL2059487,,IC50,0.3,ug.mL-1,B,"Inhibition of 1,3-beta-D-glucan synthase in Candida albicans BWP17 membranes",2012
glucan synthase,CHEMBL3134,CHEMBL385665,,IC50,120.0,nM,B,"In vitro inhibition of 1,3-beta-glucan synthase in Candida albicans membrane assay.",1997
glucan synthase,CHEMBL3134,CHEMBL408285,,IC50,100.0,nM,B,"In vitro inhibition of 1,3-beta-glucan synthase in Candida albicans membrane assay.",1997
glucan synthase,CHEMBL3134,CHEMBL405180,,IC50,450.0,nM,B,"In vitro inhibition of 1,3-beta-glucan synthase in Candida albicans membrane assay.",1997
glucan synthase,CHEMBL3134,CHEMBL262998,,IC50,2900.0,nM,B,"In vitro inhibition of 1,3-beta-glucan synthase in Candida albicans membrane assay.",1997
glucan synthase,CHEMBL3134,CHEMBL406357,,IC50,30.0,nM,B,"In vitro inhibition of 1,3-beta-glucan synthase in Candida albicans membrane assay.",1997
glucan synthase,CHEMBL3134,CHEMBL407083,,IC50,10000.0,nM,B,"In vitro inhibition of 1,3-beta-glucan synthase in Candida albicans membrane assay.",1997
glucan synthase,CHEMBL3134,CHEMBL407395,,IC50,70.0,nM,B,"In vitro inhibition of 1,3-beta-glucan synthase in Candida albicans membrane assay.",1997
glucan synthase,CHEMBL3134,CHEMBL415669,,IC50,100.0,nM,B,"In vitro inhibition of 1,3-beta-glucan synthase in Candida albicans membrane assay.",1997
glucan synthase,CHEMBL3134,CHEMBL414690,,IC50,35.0,nM,B,"In vitro inhibition of 1,3-beta-glucan synthase in Candida albicans membrane assay.",1997
glucan synthase,CHEMBL3134,CHEMBL261821,,IC50,4000.0,nM,B,"In vitro inhibition of 1,3-beta-glucan synthase in Candida albicans membrane assay.",1997
glucan synthase,CHEMBL3134,CHEMBL439260,,IC50,90.0,nM,B,"In vitro inhibition of 1,3-beta-glucan synthase in Candida albicans membrane assay.",1997
glucan synthase,CHEMBL3134,CHEMBL268721,,IC50,40.0,nM,B,"In vitro inhibition of 1,3-beta-glucan synthase in Candida albicans membrane assay.",1997
glucan synthase,CHEMBL3134,CHEMBL406668,,IC50,800.0,nM,B,"In vitro inhibition of 1,3-beta-glucan synthase in Candida albicans membrane assay.",1997
glucan synthase,CHEMBL3134,CHEMBL438185,,IC50,150.0,nM,B,"In vitro inhibition of 1,3-beta-glucan synthase in Candida albicans membrane assay.",1997
glucan synthase,CHEMBL3134,CHEMBL412499,,IC50,260.0,nM,B,"In vitro inhibition of 1,3-beta-glucan synthase in Candida albicans membrane assay.",1997
glucan synthase,CHEMBL3134,CHEMBL386826,,IC50,200.0,nM,B,"In vitro inhibition of 1,3-beta-glucan synthase in Candida albicans membrane assay.",1997
glucan synthase,CHEMBL3134,CHEMBL267988,,IC50,70.0,nM,B,"In vitro inhibition of 1,3-beta-glucan synthase in Candida albicans membrane assay.",1997
glucan synthase,CHEMBL3134,CHEMBL412195,,IC50,150.0,nM,B,"In vitro inhibition of 1,3-beta-glucan synthase in Candida albicans membrane assay.",1997
glucan synthase,CHEMBL3134,CHEMBL263952,,IC50,550.0,nM,B,"In vitro inhibition of 1,3-beta-glucan synthase in Candida albicans membrane assay.",1997
glucan synthase,CHEMBL3134,CHEMBL387275,,IC50,200.0,nM,B,"In vitro inhibition of 1,3-beta-glucan synthase in Candida albicans membrane assay.",1997
glucan synthase,CHEMBL3134,CHEMBL408469,,IC50,200.0,nM,B,"In vitro inhibition of 1,3-beta-glucan synthase in Candida albicans membrane assay.",1997
glucan synthase,CHEMBL3134,CHEMBL410837,,IC50,80.0,nM,B,"In vitro inhibition of 1,3-beta-glucan synthase in Candida albicans membrane assay.",1997
glucan synthase,CHEMBL3134,CHEMBL413522,,IC50,50.0,nM,B,"In vitro inhibition of 1,3-beta-glucan synthase in Candida albicans membrane assay.",1997
glucan synthase,CHEMBL3134,CHEMBL428264,,IC50,70.0,nM,B,"In vitro inhibition of 1,3-beta-glucan synthase in Candida albicans membrane assay.",1997
glucan synthase,CHEMBL3134,CHEMBL441213,,IC50,60.0,nM,B,"In vitro inhibition of 1,3-beta-glucan synthase in Candida albicans membrane assay.",1997
glucan synthase,CHEMBL3134,CHEMBL264601,,IC50,600.0,nM,B,"In vitro inhibition of 1,3-beta-glucan synthase in Candida albicans membrane assay.",1997
glucan synthase,CHEMBL3134,CHEMBL384968,,IC50,100.0,nM,B,"In vitro inhibition of 1,3-beta-glucan synthase in Candida albicans membrane assay.",1997
glucan synthase,CHEMBL3134,CHEMBL268666,,IC50,3000.0,nM,B,"In vitro inhibition of 1,3-beta-glucan synthase in Candida albicans membrane assay.",1997
glucan synthase,CHEMBL3134,CHEMBL385431,,IC50,5000.0,nM,B,"In vitro inhibition of 1,3-beta-glucan synthase in Candida albicans membrane assay.",1997
glucan synthase,CHEMBL2042,CHEMBL410953,,IC50,10.0,nM,B,"Inhibition of 1,3-beta-glucan synthase",1997
glucan synthase,CHEMBL2042,CHEMBL405670,,IC50,1.0,nM,B,"Inhibition of 1,3-beta-glucan synthase",1997
glucan synthase,CHEMBL2042,CHEMBL437250,,IC50,50.0,nM,B,"Inhibition of 1,3-beta-glucan synthase",1997
glucan synthase,CHEMBL2042,CHEMBL428614,,IC50,15.0,nM,B,"Inhibition of 1,3-beta-glucan synthase",1997
glucan synthase,CHEMBL2042,CHEMBL438381,,IC50,30.0,nM,B,"Inhibition of 1,3-beta-glucan synthase",1997
glucan synthase,CHEMBL2042,CHEMBL266048,,IC50,10.0,nM,B,"Inhibition of 1,3-beta-glucan synthase",1997
glucan synthase,CHEMBL2042,CHEMBL265871,,IC50,4.0,nM,B,"Inhibition of 1,3-beta-glucan synthase",1997
glucan synthase,CHEMBL2042,CHEMBL385234,,IC50,6.0,nM,B,"Inhibition of 1,3-beta-glucan synthase",1997
glucan synthase,CHEMBL2042,CHEMBL269275,,IC50,300.0,nM,B,"Inhibition of 1,3-beta-glucan synthase",1997
glucan synthase,CHEMBL2042,CHEMBL413521,,IC50,3.0,nM,B,"Inhibition of 1,3-beta-glucan synthase",1997
glucan synthase,CHEMBL2042,CHEMBL429520,,IC50,25.0,nM,B,"Inhibition of 1,3-beta-glucan synthase",1997
glucan synthase,CHEMBL2042,CHEMBL414362,,IC50,,nM,B,"Inhibition of 1,3-beta-glucan synthase",1997
glucan synthase,CHEMBL2042,CHEMBL387213,,IC50,60.0,nM,B,"Inhibition of 1,3-beta-glucan synthase",1997
glucan synthase,CHEMBL2042,CHEMBL414288,,IC50,20.0,nM,B,"Inhibition of 1,3-beta-glucan synthase",1997
glucan synthase,CHEMBL2042,CHEMBL265537,,IC50,3.0,nM,B,"Inhibition of 1,3-beta-glucan synthase",1997
glucan synthase,CHEMBL2042,CHEMBL385455,,IC50,1.5,nM,B,"Inhibition of 1,3-beta-glucan synthase",1997
glucan synthase,CHEMBL2042,CHEMBL412790,,IC50,90.0,nM,B,"Inhibition of 1,3-beta-glucan synthase",1997
glucan synthase,CHEMBL2042,CHEMBL264241,ANIDULAFUNGIN,IC50,0.0866,ug.mL-1,B,"Inhibition of Candida glabrata isolate 234 1,3-beta-D-glucan synthase wild type Fks1p/Fks2p F659V mutant",2009
glucan synthase,CHEMBL2042,CHEMBL264241,ANIDULAFUNGIN,IC50,0.8581,ug.mL-1,B,"Inhibition of Candida glabrata isolate 41026 1,3-beta-D-glucan synthase wild type Fks1p/Fks2p F659S mutant",2009
glucan synthase,CHEMBL2042,CHEMBL264241,ANIDULAFUNGIN,IC50,4.003,ug.mL-1,B,"Inhibition of Candida glabrata isolate 3830 1,3-beta-D-glucan synthase wild type Fks1p/Fks2p S663P mutant",2009
glucan synthase,CHEMBL2042,CHEMBL264241,ANIDULAFUNGIN,IC50,0.1758,ug.mL-1,B,"Inhibition of Candida glabrata isolate 41400 1,3-beta-D-glucan synthase wild type Fks1p/Fks2p D666G mutant",2009
glucan synthase,CHEMBL2042,CHEMBL264241,ANIDULAFUNGIN,IC50,0.1274,ug.mL-1,B,"Inhibition of Candida glabrata isolate 42031 1,3-beta-D-glucan synthase wild type Fks1p/Fks2p D666E mutant",2009
glucan synthase,CHEMBL2042,CHEMBL264241,ANIDULAFUNGIN,IC50,0.0995,ug.mL-1,B,"Inhibition of Candida glabrata isolate 51916 1,3-beta-D-glucan synthase wild type Fks1p/Fks2p P667T mutant",2009
glucan synthase,CHEMBL2042,CHEMBL264241,ANIDULAFUNGIN,IC50,0.0852,ug.mL-1,B,"Inhibition of Candida glabrata isolate 5416 1,3-beta-D-glucan synthase wild type Fks1p/Fks2p W1375L mutant",2009
glucan synthase,CHEMBL2042,CHEMBL1630575,CASPOFUNGIN,IC50,0.1153,ug.mL-1,B,"Inhibition of Candida glabrata isolate 234 1,3-beta-D-glucan synthase wild type Fks1p/Fks2p F659V mutant",2009
glucan synthase,CHEMBL2042,CHEMBL1630575,CASPOFUNGIN,IC50,1.064,ug.mL-1,B,"Inhibition of Candida glabrata isolate 41026 1,3-beta-D-glucan synthase wild type Fks1p/Fks2p F659S mutant",2009
glucan synthase,CHEMBL2042,CHEMBL1630575,CASPOFUNGIN,IC50,5.115,ug.mL-1,B,"Inhibition of Candida glabrata isolate 3830 1,3-beta-D-glucan synthase wild type Fks1p/Fks2p S663P mutant",2009
glucan synthase,CHEMBL2042,CHEMBL1630575,CASPOFUNGIN,IC50,0.5066,ug.mL-1,B,"Inhibition of Candida glabrata isolate 41400 1,3-beta-D-glucan synthase wild type Fks1p/Fks2p D666G mutant",2009
glucan synthase,CHEMBL2042,CHEMBL1630575,CASPOFUNGIN,IC50,0.2579,ug.mL-1,B,"Inhibition of Candida glabrata isolate 42031 1,3-beta-D-glucan synthase wild type Fks1p/Fks2p D666E mutant",2009
glucan synthase,CHEMBL2042,CHEMBL1630575,CASPOFUNGIN,IC50,0.1662,ug.mL-1,B,"Inhibition of Candida glabrata isolate 51916 1,3-beta-D-glucan synthase wild type Fks1p/Fks2p P667T mutant",2009
glucan synthase,CHEMBL2042,CHEMBL1630575,CASPOFUNGIN,IC50,0.6084,ug.mL-1,B,"Inhibition of Candida glabrata isolate 5416 1,3-beta-D-glucan synthase wild type Fks1p/Fks2p W1375L mutant",2009
glucan synthase,CHEMBL2042,CHEMBL457547,MICAFUNGIN,IC50,0.1135,ug.mL-1,B,"Inhibition of Candida glabrata isolate 234 1,3-beta-D-glucan synthase wild type Fks1p/Fks2p F659V mutant",2009
glucan synthase,CHEMBL2042,CHEMBL457547,MICAFUNGIN,IC50,1.067,ug.mL-1,B,"Inhibition of Candida glabrata isolate 41026 1,3-beta-D-glucan synthase wild type Fks1p/Fks2p F659S mutant",2009
glucan synthase,CHEMBL2042,CHEMBL457547,MICAFUNGIN,IC50,2.569,ug.mL-1,B,"Inhibition of Candida glabrata isolate 3830 1,3-beta-D-glucan synthase wild type Fks1p/Fks2p S663P mutant",2009
glucan synthase,CHEMBL2042,CHEMBL457547,MICAFUNGIN,IC50,0.1006,ug.mL-1,B,"Inhibition of Candida glabrata isolate 41400 1,3-beta-D-glucan synthase wild type Fks1p/Fks2p D666G mutant",2009
glucan synthase,CHEMBL2042,CHEMBL457547,MICAFUNGIN,IC50,0.0887,ug.mL-1,B,"Inhibition of Candida glabrata isolate 42031 1,3-beta-D-glucan synthase wild type Fks1p/Fks2p D666E mutant",2009
glucan synthase,CHEMBL2042,CHEMBL457547,MICAFUNGIN,IC50,0.1109,ug.mL-1,B,"Inhibition of Candida glabrata isolate 51916 1,3-beta-D-glucan synthase wild type Fks1p/Fks2p P667T mutant",2009
glucan synthase,CHEMBL2042,CHEMBL457547,MICAFUNGIN,IC50,0.0507,ug.mL-1,B,"Inhibition of Candida glabrata isolate 5416 1,3-beta-D-glucan synthase wild type Fks1p/Fks2p W1375L mutant",2009
glucan synthase,CHEMBL1909,CHEMBL264241,ANIDULAFUNGIN,IC50,0.001003,ug.mL-1,B,Inhibition of glucan synthase in Candida albicans 36082 assessed as incorporation of [3H]uridine diphosphoglucose,2007
glucan synthase,CHEMBL1909,CHEMBL264241,ANIDULAFUNGIN,IC50,0.004715,ug.mL-1,B,Inhibition of glucan synthase in Candida albicans 36082 assessed as incorporation of [3H]uridine diphosphoglucose in presence of 10% serum,2007
glucan synthase,CHEMBL1909,CHEMBL264241,ANIDULAFUNGIN,IC50,0.01875,ug.mL-1,B,Inhibition of glucan synthase in Candida albicans 36082 assessed as incorporation of [3H]uridine diphosphoglucose in presence of 20% serum,2007
glucan synthase,CHEMBL1909,CHEMBL1630575,CASPOFUNGIN,IC50,0.0003,ug.mL-1,B,Inhibition of glucan synthase in Candida albicans ATCC 90028,2007
glucan synthase,CHEMBL1909,CHEMBL1630575,CASPOFUNGIN,IC50,0.0013,ug.mL-1,B,Inhibition of glucan synthase in Candida albicans ATCC 90028 in presence of 10% human serum,2007
glucan synthase,CHEMBL1909,CHEMBL1630575,CASPOFUNGIN,IC50,0.0021,ug.mL-1,B,Inhibition of glucan synthase in Candida albicans ATCC 90028 in presence of 20% human serum,2007
glucan synthase,CHEMBL1909,CHEMBL1630575,CASPOFUNGIN,IC50,0.0063,ug.mL-1,B,Inhibition of glucan synthase in Candida albicans ATCC 90028 in presence of 50% human serum,2007
glucan synthase,CHEMBL1909,CHEMBL1630575,CASPOFUNGIN,IC50,0.0009,ug.mL-1,B,Inhibition of glucan synthase in Candida albicans ATCC 36082,2007
glucan synthase,CHEMBL1909,CHEMBL1630575,CASPOFUNGIN,IC50,0.0028,ug.mL-1,B,Inhibition of glucan synthase in Candida albicans ATCC 36082 in presence of 10% human serum,2007
glucan synthase,CHEMBL1909,CHEMBL1630575,CASPOFUNGIN,IC50,0.0053,ug.mL-1,B,Inhibition of glucan synthase in Candida albicans ATCC 36082 in presence of 20% human serum,2007
glucan synthase,CHEMBL1909,CHEMBL1630575,CASPOFUNGIN,IC50,0.0087,ug.mL-1,B,Inhibition of glucan synthase in Candida albicans ATCC 36082 in presence of 50% human serum,2007
glucan synthase,CHEMBL1909,CHEMBL1630575,CASPOFUNGIN,IC50,0.0147,ug.mL-1,B,Inhibition of glucan synthase in Candida albicans SC5314,2007
glucan synthase,CHEMBL1909,CHEMBL1630575,CASPOFUNGIN,IC50,0.027,ug.mL-1,B,Inhibition of glucan synthase in Candida albicans SC5314 in presence of 10% human serum,2007
glucan synthase,CHEMBL1909,CHEMBL1630575,CASPOFUNGIN,IC50,0.0369,ug.mL-1,B,Inhibition of glucan synthase in Candida albicans SC5314 in presence of 20% human serum,2007
glucan synthase,CHEMBL1909,CHEMBL1630575,CASPOFUNGIN,IC50,0.0805,ug.mL-1,B,Inhibition of glucan synthase in Candida albicans SC5314 in presence of 50% human serum,2007
glucan synthase,CHEMBL1909,CHEMBL264241,ANIDULAFUNGIN,IC50,0.001,ug.mL-1,B,Inhibition of glucan synthase in Candida albicans ATCC 90028,2007
glucan synthase,CHEMBL1909,CHEMBL264241,ANIDULAFUNGIN,IC50,0.00472,ug.mL-1,B,Inhibition of glucan synthase in Candida albicans ATCC 90028 in presence of 10% human serum,2007
glucan synthase,CHEMBL1909,CHEMBL264241,ANIDULAFUNGIN,IC50,0.0186,ug.mL-1,B,Inhibition of glucan synthase in Candida albicans ATCC 90028 in presence of 20% human serum,2007
glucan synthase,CHEMBL1909,CHEMBL264241,ANIDULAFUNGIN,IC50,0.0247,ug.mL-1,B,Inhibition of glucan synthase in Candida albicans ATCC 90028 in presence of 50% human serum,2007
glucan synthase,CHEMBL1909,CHEMBL264241,ANIDULAFUNGIN,IC50,0.0185,ug.mL-1,B,Inhibition of glucan synthase in Candida albicans ATCC 36082,2007
glucan synthase,CHEMBL1909,CHEMBL264241,ANIDULAFUNGIN,IC50,0.024,ug.mL-1,B,Inhibition of glucan synthase in Candida albicans ATCC 36082 in presence of 10% human serum,2007
glucan synthase,CHEMBL1909,CHEMBL264241,ANIDULAFUNGIN,IC50,0.0715,ug.mL-1,B,Inhibition of glucan synthase in Candida albicans ATCC 36082 in presence of 20% human serum,2007
glucan synthase,CHEMBL1909,CHEMBL264241,ANIDULAFUNGIN,IC50,0.0171,ug.mL-1,B,Inhibition of glucan synthase in Candida albicans SC5314,2007
glucan synthase,CHEMBL1909,CHEMBL264241,ANIDULAFUNGIN,IC50,0.0153,ug.mL-1,B,Inhibition of glucan synthase in Candida albicans SC5314 in presence of 10% human serum,2007
glucan synthase,CHEMBL1909,CHEMBL264241,ANIDULAFUNGIN,IC50,0.0747,ug.mL-1,B,Inhibition of glucan synthase in Candida albicans SC5314 in presence of 20% human serum,2007
